key,question,group,answer,correction,references
ECON5_f_W54,Do you think the country's current economic conditions are helping or hurting young adults?,Republican,Hurting a little,Helping a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_f_W54,Do you think the country's current economic conditions are helping or hurting young adults?,"$100,000 or more",Hurting a little,Hurting a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_f_W54,Do you think the country's current economic conditions are helping or hurting young adults?,"Less than $30,000",Hurting a little,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_g_W54,Do you think the country's current economic conditions are helping or hurting people who are white?,Democrat,Neither helping nor hurting,Helping a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_g_W54,Do you think the country's current economic conditions are helping or hurting people who are white?,Republican,Neither helping nor hurting,Neither helping nor hurting,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_g_W54,Do you think the country's current economic conditions are helping or hurting people who are white?,"$100,000 or more",Neither helping nor hurting,Neither helping nor hurting,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_g_W54,Do you think the country's current economic conditions are helping or hurting people who are white?,"Less than $30,000",Neither helping nor hurting,Neither helping nor hurting,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_h_W54,Do you think the country's current economic conditions are helping or hurting people who are black?,Democrat,Hurting a lot,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_h_W54,Do you think the country's current economic conditions are helping or hurting people who are black?,Republican,Hurting a lot,Helping a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_h_W54,Do you think the country's current economic conditions are helping or hurting people who are black?,"$100,000 or more",Hurting a lot,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_h_W54,Do you think the country's current economic conditions are helping or hurting people who are black?,"Less than $30,000",Hurting a lot,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_i_W54,Do you think the country's current economic conditions are helping or hurting people who are Hispanic?,Democrat,Hurting a little,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_i_W54,Do you think the country's current economic conditions are helping or hurting people who are Hispanic?,Republican,Hurting a little,Helping a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_i_W54,Do you think the country's current economic conditions are helping or hurting people who are Hispanic?,"$100,000 or more",Hurting a little,Hurting a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_i_W54,Do you think the country's current economic conditions are helping or hurting people who are Hispanic?,"Less than $30,000",Hurting a little,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_j_W54,Do you think the country's current economic conditions are helping or hurting people without college degrees?,Democrat,Hurting a lot,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_j_W54,Do you think the country's current economic conditions are helping or hurting people without college degrees?,Republican,Hurting a lot,Hurting a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_j_W54,Do you think the country's current economic conditions are helping or hurting people without college degrees?,"$100,000 or more",Hurting a lot,Hurting a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_j_W54,Do you think the country's current economic conditions are helping or hurting people without college degrees?,"Less than $30,000",Hurting a lot,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_k_W54,Do you think the country's current economic conditions are helping or hurting people with college degrees?,Democrat,Helping a little,Helping a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_k_W54,Do you think the country's current economic conditions are helping or hurting people with college degrees?,Republican,Helping a little,Helping a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_k_W54,Do you think the country's current economic conditions are helping or hurting people with college degrees?,"$100,000 or more",Helping a little,Helping a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_k_W54,Do you think the country's current economic conditions are helping or hurting people with college degrees?,"Less than $30,000",Helping a little,Helping a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECIMPg_W54,How much power and influence do you think people who are wealthy have on today's economy?,Democrat,Too much power and influence,Too much power and influence,"['Too much power and influence', 'Not enough power and influence', 'About the right amount', 'Refused']"
ECIMPg_W54,How much power and influence do you think people who are wealthy have on today's economy?,Republican,Too much power and influence,Too much power and influence,"['Too much power and influence', 'Not enough power and influence', 'About the right amount', 'Refused']"
ECIMPg_W54,How much power and influence do you think people who are wealthy have on today's economy?,"$100,000 or more",Too much power and influence,Too much power and influence,"['Too much power and influence', 'Not enough power and influence', 'About the right amount', 'Refused']"
ECIMPg_W54,How much power and influence do you think people who are wealthy have on today's economy?,"Less than $30,000",Too much power and influence,Too much power and influence,"['Too much power and influence', 'Not enough power and influence', 'About the right amount', 'Refused']"
WORRY2a_W54,"How often, if ever, do you worry about the amount of debt you have?",Democrat,Sometimes,Every day,"['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']"
WORRY2a_W54,"How often, if ever, do you worry about the amount of debt you have?",Republican,Sometimes,Sometimes,"['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']"
WORRY2a_W54,"How often, if ever, do you worry about the amount of debt you have?","$100,000 or more",Sometimes,Sometimes,"['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']"
WORRY2a_W54,"How often, if ever, do you worry about the amount of debt you have?","Less than $30,000",Sometimes,Every day,"['Every day', 'Almost every day', 'Sometimes', 'Rarely', 'Never', 'Refused']"
